Cod;Modalidade;Quitação;Verba;Consignatário;Matrícula;Período;Prazo;Valor;Renegociado;Controlado em Folha
134918;Mensalidade;07/07/2022;411;Sindicato dos Trabalhadores em Saúde do RN;6041;Julho de 2022;0;12,12;Não;Sim
134260;Empréstimo Consignado (120);23/08/2023;424;Banco Bradesco;6041;Setembro de 2023;120;387,13;Sim;Não
134259;Empréstimo Consignado (120);05/09/2023;424;Banco Bradesco;6041;Setembro de 2023;120;33,58;Sim;Não
135686;Empréstimo Consignado (120);29/08/2024;424;Banco Bradesco;6041;Setembro de 2024;120;386,3;Sim;Não
135701;Empréstimo Consignado (120);17/03/2025;424;Banco Bradesco;6041;Abril de 2025;120;44,53;Sim;Não
131204;Plano Odontológico;09/05/2022;999;Dental Med Center;19462;Maio de 2022;0;32,91;Não;Sim
134163;Plano Odontológico;03/06/2022;999;Dental Med Center;19462;Junho de 2022;0;32,91;Não;Sim
135101;Plano Odontológico;07/07/2022;999;Dental Med Center;19462;Julho de 2022;0;32,91;Não;Sim
132064;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;4871;Maio de 2022;0;42,8;Não;Sim
133859;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;4871;Junho de 2022;0;57,03;Não;Sim
134846;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;4871;Julho de 2022;0;57,03;Não;Sim
132017;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5961;Maio de 2022;0;32,93;Não;Sim
133906;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5961;Junho de 2022;0;43,87;Não;Sim
134916;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5961;Julho de 2022;0;43,87;Não;Sim
135287;Empréstimo Consignado (120);28/07/2023;424;Banco Bradesco;5961;Agosto de 2023;12;292,64;Não;Não
135313;Empréstimo Consignado (120);04/09/2024;424;Banco Bradesco;5961;Setembro de 2024;24;165,39;Não;Não
131728;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;167802;Fevereiro de 2022;0;369,59;Não;Não
131545;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;3691;Fevereiro de 2022;0;334,69;Não;Não
132092;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;3691;Maio de 2022;0;12,12;Não;Sim
133832;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;3691;Junho de 2022;0;12,12;Não;Sim
134803;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;3691;Julho de 2022;0;12,12;Não;Sim
131802;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;27391;Fevereiro de 2022;0;240,93;Não;Não
132896;Empréstimo Consignado (120);02/01/2025;424;Banco Bradesco;27391;Janeiro de 2025;39;240,93;Não;Não
132036;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5501;Maio de 2022;0;42,8;Não;Sim
133887;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5501;Junho de 2022;0;57,03;Não;Sim
134894;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5501;Julho de 2022;0;57,03;Não;Sim
135497;Empréstimo Consignado (120);06/03/2025;424;Banco Bradesco;5501;Março de 2025;24;1738,4;Não;Não
131819;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;19801;Fevereiro de 2022;0;1383,59;Não;Não
133321;Empréstimo Consignado (120);31/05/2022;424;Banco Bradesco;177951;Junho de 2022;0;161,85;Não;Não
132821;Empréstimo Consignado (120);09/03/2023;424;Banco Bradesco;177951;Março de 2023;96;161,85;Não;Não
131673;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;23053;Fevereiro de 2022;0;44,47;Não;Não
131813;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;23053;Fevereiro de 2022;0;452,28;Não;Não
132898;Empréstimo Consignado (120);13/06/2022;424;Banco Bradesco;23053;Julho de 2022;96;452,28;Sim;Não
135224;Empréstimo Consignado (120);11/06/2024;424;Banco Bradesco;23053;Junho de 2024;120;439,15;Sim;Não
131864;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;6951;Fevereiro de 2022;0;1231,74;Não;Não
132009;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;6951;Maio de 2022;0;38,05;Não;Sim
133913;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;6951;Junho de 2022;0;50,7;Não;Sim
134972;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;6951;Julho de 2022;0;50,7;Não;Sim
132289;Empréstimo Consignado (Especial);02/01/2024;404;Banco do Brasil;6951;Janeiro de 2024;24;1231,74;Não;Não
136186;Empréstimo Consignado (120);13/03/2025;424;Banco Bradesco;7151;Abril de 2025;84;529,71;Sim;Não
132081;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;4291;Fevereiro de 2022;0;346,17;Não;Não
131524;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;4291;Fevereiro de 2022;0;28,17;Não;Não
132080;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;4291;Fevereiro de 2022;0;111,37;Não;Não
131665;Plano Odontológico;09/05/2022;405;PREVDENTE;4291;Maio de 2022;0;26;Não;Sim
131630;Mensalidade;09/05/2022;411;Sindicato dos Trabalhadores em Saúde do RN;4291;Maio de 2022;0;12,12;Não;Sim
134014;Mensalidade;03/06/2022;411;Sindicato dos Trabalhadores em Saúde do RN;4291;Junho de 2022;0;12,12;Não;Sim
134828;Plano Odontológico;07/07/2022;405;PREVDENTE;4291;Julho de 2022;0;26;Não;Sim
134829;Mensalidade;07/07/2022;411;Sindicato dos Trabalhadores em Saúde do RN;4291;Julho de 2022;0;12,12;Não;Sim
132899;Empréstimo Consignado (120);11/07/2022;424;Banco Bradesco;4291;Julho de 2022;96;111,37;Sim;Não
133230;Empréstimo Consignado (120);11/07/2022;424;Banco Bradesco;4291;Julho de 2022;96;346,17;Sim;Não
133148;Empréstimo Consignado (120);11/07/2022;424;Banco Bradesco;4291;Julho de 2022;72;28,17;Sim;Não
131482;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;5091;Fevereiro de 2022;0;1459,99;Não;Não
132051;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5091;Maio de 2022;0;42,8;Não;Sim
133872;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5091;Junho de 2022;0;57,03;Não;Sim
134866;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5091;Julho de 2022;0;57,03;Não;Sim
132900;Empréstimo Consignado (120);23/11/2022;424;Banco Bradesco;5091;Dezembro de 2022;96;1459,99;Sim;Não
135424;Empréstimo Consignado (120);19/07/2024;424;Banco Bradesco;5091;Agosto de 2024;120;2005,28;Sim;Não
135724;Empréstimo Consignado (120);11/12/2024;424;Banco Bradesco;5091;Dezembro de 2024;120;68,55;Sim;Não
131661;Plano Odontológico;09/05/2022;405;PREVDENTE;5061;Maio de 2022;0;18;Não;Sim
132054;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5061;Maio de 2022;0;41,16;Não;Sim
133869;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5061;Junho de 2022;0;54,84;Não;Sim
134861;Plano Odontológico;07/07/2022;405;PREVDENTE;5061;Julho de 2022;0;18;Não;Sim
134860;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5061;Julho de 2022;0;57,03;Não;Sim
135544;Empréstimo Consignado (120);05/09/2024;424;Banco Bradesco;5061;Setembro de 2024;24;328,92;Sim;Não
135709;Empréstimo Consignado (120);06/03/2025;424;Banco Bradesco;5061;Março de 2025;24;356,82;Sim;Não
131895;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;5111;Fevereiro de 2022;0;25,62;Não;Não
131896;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;5111;Fevereiro de 2022;0;420,09;Não;Não
131479;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;5111;Fevereiro de 2022;0;68,26;Não;Não
131252;Plano Odontológico;09/05/2022;999;Dental Med Center;5111;Maio de 2022;0;152,04;Não;Sim
133309;Empréstimo Consignado (Especial);26/05/2022;404;Banco do Brasil;5111;Junho de 2022;0;420,09;Não;Não
133310;Empréstimo Consignado (Especial);26/05/2022;404;Banco do Brasil;5111;Junho de 2022;0;25,62;Não;Não
134116;Plano Odontológico;03/06/2022;999;Dental Med Center;5111;Junho de 2022;0;152,04;Não;Sim
134281;Empréstimo Consignado (Especial);15/06/2022;404;Banco do Brasil;5111;Junho de 2022;96;25,62;Não;Não
134282;Empréstimo Consignado (Especial);15/06/2022;404;Banco do Brasil;5111;Junho de 2022;96;420,09;Não;Não
132901;Empréstimo Consignado (120);21/06/2022;424;Banco Bradesco;5111;Julho de 2022;96;68,26;Sim;Não
134869;Plano Odontológico;07/07/2022;999;Dental Med Center;5111;Julho de 2022;0;152,04;Não;Sim
133322;Empréstimo Consignado (120);31/05/2022;424;Banco Bradesco;181711;Junho de 2022;0;395,14;Não;Não
132822;Empréstimo Consignado (120);16/01/2023;424;Banco Bradesco;181711;Fevereiro de 2023;96;395,14;Sim;Não
131745;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;102272;Fevereiro de 2022;0;287,68;Não;Não
132902;Empréstimo Consignado (120);05/12/2023;424;Banco Bradesco;102272;Dezembro de 2023;24;287,68;Não;Não
133361;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;178251;Maio de 2022;0;31,8;Não;Sim
133983;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;178251;Junho de 2022;0;31,8;Não;Sim
135149;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;178251;Julho de 2022;0;31,8;Não;Sim
131181;Plano Odontológico;09/05/2022;999;Dental Med Center;60092;Maio de 2022;0;35,02;Não;Sim
134187;Plano Odontológico;03/06/2022;999;Dental Med Center;60092;Junho de 2022;0;35,02;Não;Sim
135127;Plano Odontológico;07/07/2022;999;Dental Med Center;60092;Julho de 2022;0;35,02;Não;Sim
136069;Empréstimo Consignado (144);13/09/2024;427;Caixa Econômica Federal;232991;Outubro de 2024;144;589,99;Não;Não
131210;Plano Odontológico;09/05/2022;999;Dental Med Center;15821;Maio de 2022;0;90;Não;Sim
134157;Plano Odontológico;03/06/2022;999;Dental Med Center;15821;Junho de 2022;0;90;Não;Sim
135095;Plano Odontológico;07/07/2022;999;Dental Med Center;15821;Julho de 2022;0;90;Não;Sim
131578;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;2601;Fevereiro de 2022;0;409,36;Não;Não
131577;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;2601;Fevereiro de 2022;0;841,11;Não;Não
132108;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;2601;Maio de 2022;0;39,58;Não;Sim
133817;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;2601;Junho de 2022;0;52,73;Não;Sim
134779;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;2601;Julho de 2022;0;52,73;Não;Sim
135194;Empréstimo Consignado (120);10/04/2023;424;Banco Bradesco;2601;Abril de 2023;96;444,21;Sim;Não
132903;Empréstimo Consignado (120);10/04/2023;424;Banco Bradesco;2601;Abril de 2023;96;409,36;Sim;Não
133149;Empréstimo Consignado (120);13/05/2024;424;Banco Bradesco;2601;Junho de 2024;96;841,11;Sim;Não
135385;Empréstimo Consignado (120);12/03/2025;424;Banco Bradesco;2601;Abril de 2025;120;127,89;Sim;Não
135667;Empréstimo Consignado (120);12/03/2025;424;Banco Bradesco;2601;Abril de 2025;120;210,53;Sim;Não
134199;Plano Odontológico;03/06/2022;999;Dental Med Center;152705;Junho de 2022;0;134,4;Não;Sim
135140;Plano Odontológico;07/07/2022;999;Dental Med Center;152705;Julho de 2022;0;134,4;Não;Sim
131598;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;2111;Fevereiro de 2022;0;278,78;Não;Não
131599;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;2111;Fevereiro de 2022;0;1340,91;Não;Não
132113;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;2111;Maio de 2022;0;42,8;Não;Sim
132904;Empréstimo Consignado (120);13/05/2022;424;Banco Bradesco;2111;Junho de 2022;96;278,78;Sim;Não
133150;Empréstimo Consignado (120);13/05/2022;424;Banco Bradesco;2111;Junho de 2022;96;1340,91;Sim;Não
133812;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;2111;Junho de 2022;0;57,03;Não;Sim
134770;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;2111;Julho de 2022;0;57,03;Não;Sim
134228;Empréstimo Consignado (120);04/03/2024;424;Banco Bradesco;2111;Março de 2024;120;235,3;Sim;Não
134229;Empréstimo Consignado (120);03/05/2024;424;Banco Bradesco;2111;Maio de 2024;120;1828,52;Sim;Não
135843;Empréstimo Consignado (120);03/04/2025;424;Banco Bradesco;2111;Abril de 2025;120;295,2;Sim;Não
135910;Empréstimo Consignado (120);03/04/2025;424;Banco Bradesco;2111;Abril de 2025;120;1935,08;Sim;Não
131752;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;89743;Fevereiro de 2022;0;200;Não;Não
131753;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;89743;Fevereiro de 2022;0;260,3;Não;Não
135745;Empréstimo Consignado (120);10/08/2024;424;Banco Bradesco;202571;Setembro de 2024;24;164,6;Não;Não
131808;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;24103;Fevereiro de 2022;0;183,27;Não;Não
131809;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;24103;Fevereiro de 2022;0;420;Não;Não
131807;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;24103;Fevereiro de 2022;0;208,98;Não;Não
132906;Empréstimo Consignado (120);02/12/2024;424;Banco Bradesco;24103;Dezembro de 2024;45;420;Não;Não
133152;Empréstimo Consignado (120);02/01/2025;424;Banco Bradesco;24103;Janeiro de 2025;37;183,27;Não;Não
133231;Empréstimo Consignado (120);02/01/2025;424;Banco Bradesco;24103;Janeiro de 2025;36;208,98;Não;Não
132823;Empréstimo Consignado (120);10/06/2022;424;Banco Bradesco;181471;Junho de 2022;72;457,19;Não;Não
135440;Empréstimo Consignado (120);15/02/2024;424;Banco Bradesco;181471;Março de 2024;96;131,65;Não;Não
135203;Empréstimo Consignado (120);15/02/2024;424;Banco Bradesco;181471;Março de 2024;96;437,29;Não;Não
135535;Empréstimo Consignado (120);15/02/2024;424;Banco Bradesco;181471;Março de 2024;120;165,18;Não;Não
135826;Empréstimo Consignado (144);23/02/2024;427;Caixa Econômica Federal;181471;Março de 2024;74;502,91;Sim;Não
135825;Empréstimo Consignado (144);23/02/2024;427;Caixa Econômica Federal;181471;Março de 2024;83;115,71;Sim;Não
131869;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;6581;Fevereiro de 2022;0;401,09;Não;Não
131285;Mensalidade;09/05/2022;991;Sindicato dos Agentes de Saúde do RN;6581;Maio de 2022;0;20,15;Não;Sim
133312;Empréstimo Consignado (Especial);26/05/2022;404;Banco do Brasil;6581;Junho de 2022;0;401,09;Não;Não
134086;Mensalidade;03/06/2022;991;Sindicato dos Agentes de Saúde do RN;6581;Junho de 2022;0;20,15;Não;Sim
134284;Empréstimo Consignado (Especial);16/06/2022;404;Banco do Brasil;6581;Junho de 2022;96;401,09;Não;Não
134956;Mensalidade;07/07/2022;991;Sindicato dos Agentes de Saúde do RN;6581;Julho de 2022;0;20,15;Não;Sim
131923;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;2611;Fevereiro de 2022;0;1526,4;Não;Não
131667;Plano Odontológico;09/05/2022;405;PREVDENTE;2611;Maio de 2022;0;34;Não;Sim
132107;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;2611;Maio de 2022;0;31,66;Não;Sim
132259;Empréstimo Consignado (Especial);19/05/2022;404;Banco do Brasil;2611;Junho de 2022;72;1526,4;Sim;Não
133818;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;2611;Junho de 2022;0;42,18;Não;Sim
134252;Empréstimo Consignado (Especial);16/06/2022;404;Banco do Brasil;2611;Junho de 2022;72;1526,4;Não;Não
134781;Plano Odontológico;07/07/2022;405;PREVDENTE;2611;Julho de 2022;0;34;Não;Sim
134780;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;2611;Julho de 2022;0;42,18;Não;Sim
135244;Empréstimo Consignado (Especial);19/12/2024;404;Banco do Brasil;2611;Janeiro de 2025;72;1772,39;Não;Não
132061;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;4911;Maio de 2022;0;12,12;Não;Sim
133862;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;4911;Junho de 2022;0;12,12;Não;Sim
134850;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;4911;Julho de 2022;0;12,12;Não;Sim
132824;Empréstimo Consignado (120);03/04/2025;424;Banco Bradesco;4911;Abril de 2025;60;173,49;Sim;Não
131689;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;8891;Fevereiro de 2022;0;299,74;Não;Não
131688;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;8891;Fevereiro de 2022;0;1269,29;Não;Não
133360;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;178091;Maio de 2022;0;30,28;Não;Sim
133982;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;178091;Junho de 2022;0;30,28;Não;Sim
135148;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;178091;Julho de 2022;0;30,28;Não;Sim
131354;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;7661;Fevereiro de 2022;0;675,97;Não;Não
131353;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;7661;Fevereiro de 2022;0;179,12;Não;Não
131233;Plano Odontológico;09/05/2022;999;Dental Med Center;7661;Maio de 2022;0;127,7;Não;Sim
131982;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7661;Maio de 2022;0;31,66;Não;Sim
134135;Plano Odontológico;03/06/2022;999;Dental Med Center;7661;Junho de 2022;0;127,7;Não;Sim
133941;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7661;Junho de 2022;0;42,18;Não;Sim
135013;Plano Odontológico;07/07/2022;999;Dental Med Center;7661;Julho de 2022;0;127,7;Não;Sim
135012;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7661;Julho de 2022;0;42,18;Não;Sim
133257;Empréstimo Consignado (120);28/09/2022;424;Banco Bradesco;7661;Outubro de 2022;96;675,97;Sim;Não
133258;Empréstimo Consignado (120);28/09/2022;424;Banco Bradesco;7661;Outubro de 2022;96;179,12;Sim;Não
133278;Empréstimo Consignado (120);28/09/2022;424;Banco Bradesco;7661;Outubro de 2022;36;154,34;Sim;Não
133279;Empréstimo Consignado (120);28/09/2022;424;Banco Bradesco;7661;Outubro de 2022;48;80,1;Sim;Não
135370;Empréstimo Consignado (120);26/06/2024;424;Banco Bradesco;7661;Julho de 2024;120;1207,4;Sim;Não
131987;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7601;Maio de 2022;0;39,58;Não;Sim
133936;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7601;Junho de 2022;0;52,73;Não;Sim
135006;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7601;Julho de 2022;0;52,73;Não;Sim
131868;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;6671;Fevereiro de 2022;0;201,73;Não;Não
131867;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;6671;Fevereiro de 2022;0;485,25;Não;Não
131279;Mensalidade;09/05/2022;991;Sindicato dos Agentes de Saúde do RN;6671;Maio de 2022;0;20,15;Não;Sim
133313;Empréstimo Consignado (Especial);26/05/2022;404;Banco do Brasil;6671;Junho de 2022;0;485,25;Não;Não
134092;Mensalidade;03/06/2022;991;Sindicato dos Agentes de Saúde do RN;6671;Junho de 2022;0;20,15;Não;Sim
134285;Empréstimo Consignado (Especial);16/06/2022;404;Banco do Brasil;6671;Junho de 2022;96;485,25;Não;Não
134963;Mensalidade;07/07/2022;991;Sindicato dos Agentes de Saúde do RN;6671;Julho de 2022;0;20,15;Não;Sim
135323;Empréstimo Consignado (Especial);24/04/2023;404;Banco do Brasil;6671;Maio de 2023;72;641,23;Não;Não
131411;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;6491;Fevereiro de 2022;0;625,73;Não;Não
132907;Empréstimo Consignado (120);14/03/2022;424;Banco Bradesco;6491;Março de 2022;96;625,73;Não;Não
131289;Mensalidade;09/05/2022;991;Sindicato dos Agentes de Saúde do RN;6491;Maio de 2022;0;20,15;Não;Sim
134082;Mensalidade;03/06/2022;991;Sindicato dos Agentes de Saúde do RN;6491;Junho de 2022;0;20,15;Não;Sim
134949;Mensalidade;07/07/2022;991;Sindicato dos Agentes de Saúde do RN;6491;Julho de 2022;0;20,15;Não;Sim
135318;Empréstimo Consignado (120);06/06/2024;424;Banco Bradesco;6491;Junho de 2024;120;299,5;Sim;Não
135505;Empréstimo Consignado (120);06/06/2024;424;Banco Bradesco;6491;Junho de 2024;96;84;Sim;Não
133280;Empréstimo Consignado (144);09/08/2024;427;Caixa Econômica Federal;6491;Agosto de 2024;120;604;Sim;Não
135967;Empréstimo Consignado (120);22/08/2024;424;Banco Bradesco;6491;Setembro de 2024;120;386,85;Sim;Não
135807;Empréstimo Consignado (120);22/08/2024;424;Banco Bradesco;6491;Setembro de 2024;120;79,42;Sim;Não
131428;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;6251;Fevereiro de 2022;0;428,44;Não;Não
131429;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;6251;Fevereiro de 2022;0;198,22;Não;Não
131305;Mensalidade;09/05/2022;991;Sindicato dos Agentes de Saúde do RN;6251;Maio de 2022;0;20,15;Não;Sim
132908;Empréstimo Consignado (120);13/05/2022;424;Banco Bradesco;6251;Junho de 2022;96;428,44;Sim;Não
133153;Empréstimo Consignado (120);13/05/2022;424;Banco Bradesco;6251;Junho de 2022;96;198,22;Sim;Não
134066;Mensalidade;03/06/2022;991;Sindicato dos Agentes de Saúde do RN;6251;Junho de 2022;0;20,15;Não;Sim
134930;Mensalidade;07/07/2022;991;Sindicato dos Agentes de Saúde do RN;6251;Julho de 2022;0;20,15;Não;Sim
134227;Empréstimo Consignado (120);20/02/2024;424;Banco Bradesco;6251;Março de 2024;120;586,34;Sim;Não
135466;Empréstimo Consignado (120);16/04/2024;424;Banco Bradesco;6251;Maio de 2024;120;99,03;Sim;Não
135739;Empréstimo Consignado (120);16/04/2024;424;Banco Bradesco;6251;Maio de 2024;120;32,54;Sim;Não
135319;Empréstimo Consignado (120);16/04/2024;424;Banco Bradesco;6251;Maio de 2024;120;317,78;Sim;Não
135822;Empréstimo Consignado (120);10/02/2025;424;Banco Bradesco;6251;Fevereiro de 2025;120;635,69;Sim;Não
135901;Empréstimo Consignado (120);10/02/2025;424;Banco Bradesco;6251;Fevereiro de 2025;120;453,06;Sim;Não
131311;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;9581;Fevereiro de 2022;0;133,46;Não;Não
131310;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;9581;Fevereiro de 2022;0;248,51;Não;Não
131959;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;9581;Maio de 2022;0;12,12;Não;Sim
133965;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;9581;Junho de 2022;0;12,12;Não;Sim
135070;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;9581;Julho de 2022;0;12,12;Não;Sim
133154;Empréstimo Consignado (120);16/11/2022;424;Banco Bradesco;9581;Dezembro de 2022;96;133,46;Sim;Não
132909;Empréstimo Consignado (120);16/11/2022;424;Banco Bradesco;9581;Dezembro de 2022;96;248,51;Sim;Não
135420;Empréstimo Consignado (120);07/05/2024;424;Banco Bradesco;9581;Maio de 2024;120;387,28;Sim;Não
131541;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;3731;Fevereiro de 2022;0;192,24;Não;Não
132090;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;3731;Maio de 2022;0;12,12;Não;Sim
133834;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;3731;Junho de 2022;0;12,12;Não;Sim
134805;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;3731;Julho de 2022;0;12,12;Não;Sim
131512;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;4511;Fevereiro de 2022;0;57,78;Não;Não
131511;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;4511;Fevereiro de 2022;0;496,62;Não;Não
133155;Empréstimo Consignado (120);04/05/2022;424;Banco Bradesco;4511;Maio de 2022;96;57,78;Não;Não
132911;Empréstimo Consignado (120);04/05/2022;424;Banco Bradesco;4511;Maio de 2022;96;496,62;Não;Não
131628;Mensalidade;09/05/2022;411;Sindicato dos Trabalhadores em Saúde do RN;4511;Maio de 2022;0;12,12;Não;Sim
134041;Empréstimo Consignado (144);27/05/2022;427;Caixa Econômica Federal;4511;Junho de 2022;0;413,64;Não;Não
134042;Empréstimo Consignado (144);27/05/2022;427;Caixa Econômica Federal;4511;Junho de 2022;0;43,15;Não;Não
134328;Empréstimo Consignado (144);01/06/2022;427;Caixa Econômica Federal;4511;Junho de 2022;144;572,57;Não;Não
134016;Mensalidade;03/06/2022;411;Sindicato dos Trabalhadores em Saúde do RN;4511;Junho de 2022;0;12,12;Não;Sim
134834;Mensalidade;07/07/2022;411;Sindicato dos Trabalhadores em Saúde do RN;4511;Julho de 2022;0;12,12;Não;Sim
131380;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;7101;Fevereiro de 2022;0;1530,71;Não;Não
131237;Plano Odontológico;09/05/2022;999;Dental Med Center;7101;Maio de 2022;0;35,02;Não;Sim
131997;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7101;Maio de 2022;0;39,58;Não;Sim
132912;Empréstimo Consignado (120);12/05/2022;424;Banco Bradesco;7101;Junho de 2022;96;1530,71;Sim;Não
134131;Plano Odontológico;03/06/2022;999;Dental Med Center;7101;Junho de 2022;0;35,02;Não;Sim
133925;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7101;Junho de 2022;0;52,73;Não;Sim
134987;Plano Odontológico;07/07/2022;999;Dental Med Center;7101;Julho de 2022;0;35,02;Não;Sim
